Id,Label,Total characters,Digit percentage,Letter percentage,Uppercase percentage,Total number of sentences,Char frequency - a_x,Char frequency - b_x,Char frequency - c_x,Char frequency - d_x,Char frequency - e_x,Char frequency - f_x,Char frequency - g_x,Char frequency - h_x,Char frequency - i_x,Char frequency - j_x,Char frequency - k_x,Char frequency - l_x,Char frequency - m_x,Char frequency - n_x,Char frequency - o_x,Char frequency - p_x,Char frequency - q_x,Char frequency - r_x,Char frequency - s_x,Char frequency - t_x,Char frequency - u_x,Char frequency - v_x,Char frequency - w_x,Char frequency - x_x,Char frequency - y_x,Char frequency - z_x,Common char bigram 1,Common char bigram 2,Common char bigram 3,Common char bigram 4,Common char bigram 5,Common char bigram 6,Common char bigram 7,Common char bigram 8,Common char bigram 9,Common char bigram 10,Common char bigram 11,Common char bigram 12,Common char bigram 13,Common char bigram 14,Common char bigram 15,Common char bigram 16,Common char bigram 17,Common char bigram 18,Common char bigram 19,Common char bigram 20,Common char bigram 21,Common char bigram 22,Common char bigram 23,Common char bigram 24,Common char bigram 25,Common char bigram 26,Common char bigram 27,Common char bigram 28,Common char bigram 29,Common char bigram 30,Common char bigram 31,Common char bigram 32,Common char bigram 33,Common char bigram 34,Common char bigram 35,Common char bigram 36,Common char bigram 37,Common char bigram 38,Common char bigram 39,Common char bigram 40,Common char trigram 1,Common char trigram 2,Common char trigram 3,Common char trigram 4,Common char trigram 5,Common char trigram 6,Common char trigram 7,Common char trigram 8,Common char trigram 9,Common char trigram 10,Common char trigram 11,Common char trigram 12,Common char trigram 13,Common char trigram 14,Common char trigram 15,Common char trigram 16,Common char trigram 17,Common char trigram 18,Common char trigram 19,Common char trigram 20,Common char trigram 21,Common char trigram 22,Common char trigram 23,Common char trigram 24,Common char trigram 25,Common char trigram 26,Common char trigram 27,Common char trigram 28,Common char trigram 29,Common char trigram 30,Common char trigram 31,Common char trigram 32,Common char trigram 33,Common char trigram 34,Common char trigram 35,Common char trigram 36,Common char trigram 37,Common char trigram 38,Common char trigram 39,Common char trigram 40,Digit frequency - 0,Digit frequency - 1,Digit frequency - 2,Digit frequency - 3,Digit frequency - 4,Digit frequency - 5,Digit frequency - 6,Digit frequency - 7,Digit frequency - 8,Digit frequency - 9,Char frequency - a_y,Char frequency - b_y,Char frequency - c_y,Char frequency - d_y,Char frequency - e_y,Char frequency - f_y,Char frequency - g_y,Char frequency - h_y,Char frequency - i_y,Char frequency - j_y,Char frequency - k_y,Char frequency - l_y,Char frequency - m_y,Char frequency - n_y,Char frequency - o_y,Char frequency - p_y,Char frequency - q_y,Char frequency - r_y,Char frequency - s_y,Char frequency - t_y,Char frequency - u_y,Char frequency - v_y,Char frequency - w_y,Char frequency - x_y,Char frequency - y_y,Char frequency - z_y,Total words,Average words per sentence,Average POS types per sentence,POS to unique words ratio,Total stopwords,Average stopwords per sentence,Most frequent POS unigrams 1,Most frequent POS unigrams 2,Most frequent POS unigrams 3,Most frequent POS unigrams 4,Most frequent POS unigrams 5,Most frequent POS unigrams 6,Most frequent POS unigrams 7,Most frequent POS unigrams 8,Most frequent POS unigrams 9,Most frequent POS unigrams 10,Most frequent POS unigrams 11,Most frequent POS unigrams 12,Most frequent POS unigrams 13,Most frequent POS unigrams 14,Most frequent POS unigrams 15,Most frequent POS unigrams 16,Most frequent POS unigrams 17,Most frequent POS unigrams 18,Most frequent POS unigrams 19,Most frequent POS unigrams 20,Most frequent POS unigrams 21,Most frequent POS unigrams 22,Most frequent POS unigrams 23,Most frequent POS unigrams 24,Most frequent POS unigrams 25,Most frequent POS unigrams 26,Most frequent POS unigrams 27,Most frequent POS unigrams 28,Most frequent POS unigrams 29,Most frequent POS unigrams 30,Most frequent POS unigrams 31,Most frequent POS unigrams 32,Most frequent POS bigrams 1,Most frequent POS bigrams 2,Most frequent POS bigrams 3,Most frequent POS bigrams 4,Most frequent POS bigrams 5,Most frequent POS bigrams 6,Most frequent POS bigrams 7,Most frequent POS bigrams 8,Most frequent POS bigrams 9,Most frequent POS bigrams 10,Most frequent POS bigrams 11,Most frequent POS bigrams 12,Most frequent POS bigrams 13,Most frequent POS bigrams 14,Most frequent POS bigrams 15,Most frequent POS bigrams 16,Most frequent POS trigrams 1,Most frequent POS trigrams 2,Most frequent POS trigrams 3,Most frequent POS trigrams 4,Most frequent POS trigrams 5,Most frequent POS trigrams 6,Most frequent POS trigrams 7,Most frequent POS trigrams 8,Total sentences,Average sentence length
25,Chatgpt,1440,0.0,0.8076388888888889,0.009722222222222222,12,93,12,35,38,139,29,24,52,94,0,8,56,33,87,104,24,0,68,75,94,23,22,22,3,28,0,48,43,33,27,25,24,23,20,20,19,18,18,18,16,16,16,15,15,15,15,15,15,14,14,14,14,13,13,13,13,12,12,12,12,12,12,12,12,11,11,16,15,13,13,13,12,12,12,12,11,11,11,11,10,9,9,8,8,8,8,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,93,12,35,38,139,29,24,52,94,0,8,56,33,87,104,24,0,68,75,94,23,22,22,3,28,0,247,20.583333333333332,20.583333333333332,1.8571428571428572,120,10.0,48,29,28,24,18,15,13,9,9,9,8,6,6,5,4,4,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,14,11,10,10,10,8,8,6,6,6,5,5,5,4,4,4,8,7,6,4,3,3,3,3,12,119.08333333333333
26,Chatgpt,1764,0.0,0.8208616780045351,0.010770975056689343,15,102,24,54,48,189,25,35,74,105,0,4,70,37,115,128,51,1,76,84,132,41,16,18,0,19,0,69,48,39,34,33,32,32,29,26,26,25,24,24,24,22,21,21,20,20,19,19,19,18,18,17,17,17,16,16,15,15,15,15,15,15,15,14,14,14,13,34,32,25,21,18,18,18,15,13,13,13,12,12,12,12,12,12,12,12,12,12,11,11,11,11,10,10,10,10,9,9,9,9,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,102,24,54,48,189,25,35,74,105,0,4,70,37,115,128,51,1,76,84,132,41,16,18,0,19,0,290,19.333333333333332,19.333333333333332,2.0567375886524824,127,8.466666666666667,61,40,36,23,21,19,16,11,11,10,7,6,5,5,4,3,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,25,20,17,13,10,9,9,7,7,6,6,6,5,4,4,4,10,10,8,7,7,7,6,5,15,116.66666666666667
27,Chatgpt,2878,0.0,0.8161917998610146,0.007296733842946491,21,212,34,112,67,295,46,29,116,172,4,9,82,65,185,217,64,0,124,155,217,48,33,30,3,30,0,93,80,78,75,53,51,47,46,45,44,39,37,37,35,35,35,34,34,34,33,32,32,32,31,29,28,28,28,26,25,24,24,23,22,21,21,21,21,20,20,60,51,28,28,25,24,23,22,22,22,22,22,18,18,17,16,15,15,15,14,14,14,14,14,13,13,13,13,13,13,12,12,12,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0,212,34,112,67,295,46,29,116,172,4,9,82,65,185,217,64,0,124,155,217,48,33,30,3,30,0,485,23.095238095238095,23.142857142857142,2.4545454545454546,228,10.857142857142858,98,66,54,47,43,28,23,21,18,12,11,11,9,8,8,8,4,3,3,3,3,1,1,1,1,0,0,0,0,0,0,0,35,29,21,20,19,17,16,14,12,11,9,9,9,8,8,7,17,12,11,10,8,7,7,7,21,136.0952380952381
28,Chatgpt,2597,0.0,0.8082402772429726,0.008471313053523296,19,165,28,52,75,279,31,58,96,146,15,5,81,56,180,168,59,0,98,127,205,41,26,39,8,61,0,88,67,63,55,54,49,48,46,45,40,40,39,36,33,31,29,29,29,28,27,27,27,27,26,25,25,24,24,24,22,22,22,22,22,22,22,22,21,20,20,55,38,23,23,22,22,22,22,21,21,21,21,20,20,17,16,16,16,15,15,15,15,15,13,13,13,12,12,12,11,11,11,11,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,165,28,52,75,279,31,58,96,146,15,5,81,56,180,168,59,0,98,127,205,41,26,39,8,61,0,455,23.94736842105263,23.94736842105263,2.5277777777777777,246,12.947368421052632,56,51,46,45,34,29,28,25,23,22,22,21,18,9,5,5,4,3,2,2,2,2,0,0,0,0,0,0,0,0,0,0,19,17,17,17,15,14,14,13,11,8,8,7,7,7,7,7,13,11,10,8,8,7,6,6,19,135.73684210526315
29,Chatgpt,1972,0.0,0.8133874239350912,0.010141987829614604,14,130,19,54,73,175,36,27,55,114,0,7,86,45,134,145,24,1,82,97,150,67,23,32,1,24,3,79,64,49,48,44,39,36,35,29,29,28,25,25,25,24,21,21,20,20,20,20,20,20,20,19,19,18,18,17,17,17,17,16,16,16,16,16,15,15,15,42,35,31,31,30,20,18,17,17,17,17,17,16,15,15,15,15,14,13,13,11,10,10,10,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,130,19,54,73,175,36,27,55,114,0,7,86,45,134,145,24,1,82,97,150,67,23,32,1,24,3,340,24.285714285714285,24.285714285714285,2.1794871794871793,158,11.285714285714286,64,52,39,33,26,25,23,17,17,16,13,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,17,15,14,14,13,12,11,10,9,8,7,7,7,7,7,14,11,8,7,6,5,5,5,14,139.92857142857142
3,Chatgpt,2487,0.0,0.8194611982308002,0.007237635705669481,17,175,25,96,90,285,23,18,116,150,5,11,83,38,154,128,45,3,144,123,181,48,30,22,4,39,2,83,71,56,55,55,44,43,38,38,37,37,37,35,34,34,32,29,28,28,27,27,26,25,25,24,22,22,22,21,21,20,20,20,20,19,18,18,18,17,17,49,45,23,20,20,20,20,19,19,19,18,17,16,16,15,15,15,15,15,14,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,11,11,11,11,0,0,0,0,0,0,0,0,0,0,175,25,96,90,285,23,18,116,150,5,11,83,38,154,128,45,3,144,123,181,48,30,22,4,39,2,402,23.647058823529413,23.88235294117647,2.4907975460122698,193,11.352941176470589,62,52,35,34,34,32,30,22,17,15,15,13,13,5,4,4,4,3,3,2,2,2,1,1,0,0,0,0,0,0,0,0,18,17,13,12,12,12,11,10,10,10,9,9,9,9,9,8,10,9,8,7,7,6,6,6,17,145.35294117647058
30,Chatgpt,2209,0.0,0.7899502037120869,0.016749660479855138,19,137,7,53,61,231,32,11,103,165,7,20,53,76,133,115,38,1,105,108,153,25,16,35,4,55,1,81,78,68,56,50,50,50,49,47,47,44,43,42,42,38,36,35,33,31,28,28,26,25,21,20,20,18,17,17,16,16,16,15,15,15,15,15,14,14,14,39,35,35,33,33,30,28,28,28,27,27,25,24,21,21,20,20,19,15,14,14,14,14,14,14,13,13,13,12,12,12,12,12,11,11,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,137,7,53,61,231,32,11,103,165,7,20,53,76,133,115,38,1,105,108,153,25,16,35,4,55,1,418,22.0,22.05263157894737,3.036231884057971,245,12.894736842105264,84,37,37,34,32,30,29,24,21,19,19,17,11,6,6,4,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,23,21,19,18,18,15,14,11,10,9,9,8,8,8,8,7,13,11,10,10,9,8,7,6,19,115.3157894736842
31,Chatgpt,2035,0.0,0.8191646191646191,0.007371007371007371,13,120,28,49,65,204,31,28,106,116,0,27,94,44,116,139,43,5,86,112,149,38,14,28,2,23,0,73,63,48,46,42,39,36,35,33,30,28,26,25,24,24,24,23,22,22,22,20,20,19,19,19,18,18,18,18,17,17,17,17,16,16,15,15,15,15,15,34,29,18,18,18,16,16,16,16,15,14,14,13,12,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,120,28,49,65,204,31,28,106,116,0,27,94,44,116,139,43,5,86,112,149,38,14,28,2,23,0,337,25.923076923076923,25.923076923076923,2.188311688311688,164,12.615384615384615,48,46,38,28,28,19,19,18,17,16,13,13,8,6,6,5,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,16,15,13,12,11,11,9,7,7,7,7,5,5,5,5,5,7,7,5,5,5,4,4,4,13,155.6153846153846
32,Chatgpt,2040,0.0,0.8107843137254902,0.006862745098039216,14,144,16,77,51,185,45,13,68,126,3,4,78,45,139,133,40,0,73,145,138,56,13,19,1,42,0,50,47,45,41,41,41,38,38,35,34,31,29,29,27,25,25,24,22,21,20,20,19,19,19,19,19,18,18,18,18,18,18,17,17,16,16,16,16,16,16,29,23,18,17,17,16,16,16,15,15,15,14,14,13,12,12,12,11,11,11,11,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,8,8,0,0,0,0,0,0,0,0,0,0,144,16,77,51,185,45,13,68,126,3,4,78,45,139,133,40,0,73,145,138,56,13,19,1,42,0,343,24.5,24.857142857142858,2.4166666666666665,166,11.857142857142858,65,48,40,31,25,24,16,15,14,13,9,8,8,6,6,5,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,19,18,17,13,11,10,10,8,7,7,6,6,5,5,5,5,10,9,8,6,5,5,4,4,14,144.78571428571428
33,Chatgpt,2544,0.00039308176100628933,0.8199685534591195,0.007861635220125786,20,201,23,110,84,219,23,45,110,175,2,11,84,41,153,139,70,1,141,147,177,39,34,24,2,31,0,73,58,56,51,45,45,44,42,41,39,39,38,33,31,31,29,29,28,28,28,28,27,26,26,26,25,25,25,24,24,23,22,22,22,22,21,21,21,21,20,29,27,25,21,21,21,21,20,19,19,19,19,19,19,17,17,16,16,16,16,16,16,15,15,15,14,14,14,13,13,13,13,13,13,13,13,12,12,12,11,0,0,1,0,0,0,0,0,0,0,201,23,110,84,219,23,45,110,175,2,11,84,41,153,139,70,1,141,147,177,39,34,24,2,31,0,406,20.3,20.3,2.4606060606060605,180,9.0,59,53,41,40,37,29,22,18,16,15,15,14,9,8,6,5,5,4,4,3,1,1,0,0,0,0,0,0,0,0,0,0,16,14,14,13,13,9,9,9,9,8,8,8,7,7,7,7,11,8,7,5,5,4,4,4,20,126.25
34,Chatgpt,1759,0.0,0.816941444002274,0.007959067652075043,12,97,16,74,54,155,36,32,47,100,1,1,64,19,110,124,21,0,123,84,110,95,16,19,1,36,2,49,45,38,33,31,31,30,29,29,28,27,27,25,25,24,24,23,22,21,21,21,20,20,20,20,19,19,19,18,17,17,17,16,16,16,16,15,14,14,14,24,18,17,16,16,15,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,10,10,0,0,0,0,0,0,0,0,0,0,97,16,74,54,155,36,32,47,100,1,1,64,19,110,124,21,0,123,84,110,95,16,19,1,36,2,283,23.583333333333332,23.583333333333332,2.504424778761062,132,11.0,72,39,38,19,17,16,14,13,12,9,7,6,5,3,3,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,23,18,14,11,11,11,11,10,10,9,8,8,8,6,6,4,9,9,8,8,7,6,6,6,12,145.66666666666666
35,Chatgpt,2208,0.0,0.8170289855072463,0.006793478260869565,15,121,28,62,55,243,44,29,77,146,2,9,79,72,124,146,49,1,110,118,158,36,20,19,4,52,0,68,55,53,50,45,39,39,37,36,33,32,31,31,30,29,27,27,26,25,25,24,24,23,23,22,22,21,20,20,19,19,19,18,18,18,17,17,17,16,16,38,35,22,19,19,18,17,17,17,17,16,16,16,15,15,15,15,14,12,12,12,12,12,12,12,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,121,28,62,55,243,44,29,77,146,2,9,79,72,124,146,49,1,110,118,158,36,20,19,4,52,0,361,24.066666666666666,24.4,2.3766233766233764,172,11.466666666666667,51,50,46,36,35,26,18,13,12,11,10,10,9,9,6,5,5,4,2,2,2,1,1,1,0,0,0,0,0,0,0,0,16,16,15,15,14,13,11,9,8,8,8,7,7,7,7,6,6,6,5,5,5,5,5,5,15,146.26666666666668
36,Chatgpt,2102,0.0,0.8149381541389153,0.007611798287345386,15,142,26,52,42,276,35,32,58,125,8,3,76,57,174,127,45,0,84,79,155,17,41,21,8,30,0,91,64,54,49,42,40,38,37,34,34,34,33,32,32,31,26,26,26,24,24,23,23,22,22,22,21,21,21,20,20,20,19,18,18,18,18,17,17,17,16,32,28,22,22,21,21,19,19,18,18,17,14,14,14,14,14,14,14,14,14,13,13,13,13,13,12,12,12,11,11,11,11,11,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,142,26,52,42,276,35,32,58,125,8,3,76,57,174,127,45,0,84,79,155,17,41,21,8,30,0,357,23.8,23.8,2.55,178,11.866666666666667,75,52,47,32,18,18,18,15,12,12,11,10,6,6,5,5,5,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,30,26,18,16,15,15,12,7,7,7,7,6,6,6,6,6,13,13,12,9,8,8,7,6,15,139.2
37,Chatgpt,2013,0.0009935419771485345,0.821659215101838,0.006954793840039742,14,137,32,46,62,203,36,21,73,126,4,9,100,38,100,153,50,3,90,94,150,44,28,29,1,25,0,64,63,57,44,41,40,37,32,30,29,28,27,26,23,23,23,22,22,21,20,20,20,20,19,19,18,18,18,18,18,18,18,17,17,17,17,17,17,16,16,38,33,27,19,18,18,18,17,16,16,15,15,15,15,15,15,15,14,14,14,13,13,13,13,13,12,12,12,11,11,11,11,11,10,10,10,10,10,10,10,1,0,0,0,0,0,1,0,0,0,137,32,46,62,203,36,21,73,126,4,9,100,38,100,153,50,3,90,94,150,44,28,29,1,25,0,326,23.285714285714285,23.428571428571427,2.342857142857143,147,10.5,58,44,38,37,25,21,17,16,15,14,12,5,5,4,4,4,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,27,18,13,12,11,10,7,7,6,6,6,6,6,6,5,5,14,11,7,6,5,5,4,4,14,142.85714285714286
38,Chatgpt,2917,0.0,0.8114501199862872,0.006513541309564621,19,206,28,66,73,323,48,53,113,181,5,14,79,86,179,188,48,4,131,133,224,38,41,43,5,56,2,110,100,79,65,65,59,48,47,47,46,45,44,43,41,39,35,34,34,34,33,32,32,32,31,31,30,29,28,27,26,25,25,24,23,22,22,22,22,21,21,64,57,36,32,31,29,29,27,26,25,25,20,19,19,18,17,16,15,15,15,15,15,14,14,14,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,206,28,66,73,323,48,53,113,181,5,14,79,86,179,188,48,4,131,133,224,38,41,43,5,56,2,510,26.842105263157894,26.894736842105264,2.953757225433526,253,13.31578947368421,73,62,57,45,38,33,29,27,25,21,20,19,15,11,10,8,5,4,3,2,2,1,0,0,0,0,0,0,0,0,0,0,32,26,23,16,15,15,15,14,11,11,10,10,9,9,9,8,15,11,11,10,8,7,7,7,19,152.57894736842104
39,Chatgpt,1620,0.0,0.817283950617284,0.008641975308641974,13,105,14,46,45,208,24,28,57,73,0,2,63,32,104,116,71,0,76,50,104,33,19,16,6,32,0,65,46,35,35,34,33,29,29,29,28,26,25,25,24,22,21,21,21,20,20,19,19,19,18,18,17,16,16,15,15,15,15,14,14,13,13,13,13,12,12,25,24,21,20,20,20,18,16,15,15,14,13,13,13,12,12,12,12,12,12,11,11,11,11,11,10,10,10,10,10,9,9,9,9,9,8,8,8,8,7,0,0,0,0,0,0,0,0,0,0,105,14,46,45,208,24,28,57,73,0,2,63,32,104,116,71,0,76,50,104,33,19,16,6,32,0,272,20.923076923076923,20.923076923076923,2.2857142857142856,117,9.0,35,33,33,29,24,18,16,14,14,12,10,9,6,4,3,3,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,14,14,13,12,12,10,9,8,7,7,7,6,6,5,5,5,8,7,6,6,5,5,4,4,13,123.6923076923077
4,Chatgpt,1917,0.0,0.8179447052686489,0.007303077725612937,14,158,28,51,92,158,34,17,48,157,2,9,57,32,136,117,15,3,99,110,139,34,17,26,1,28,0,58,57,54,50,50,46,45,41,37,36,35,35,31,28,27,26,24,23,23,22,22,21,20,20,20,20,20,19,18,17,17,17,16,16,16,15,15,15,14,14,34,31,30,28,27,26,22,22,20,20,20,17,17,17,16,15,15,15,15,14,14,13,13,13,13,12,12,12,12,11,11,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,158,28,51,92,158,34,17,48,157,2,9,57,32,136,117,15,3,99,110,139,34,17,26,1,28,0,305,21.785714285714285,22.0,2.8518518518518516,142,10.142857142857142,60,40,33,30,27,24,22,15,15,10,9,5,5,3,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,16,14,11,10,10,9,9,8,8,7,7,6,6,5,9,9,9,8,8,7,6,6,14,136.0
40,Chatgpt,2161,0.0,0.8255437297547432,0.006941230911614993,13,157,24,64,83,218,34,34,60,124,1,3,68,27,176,120,58,3,112,133,146,66,29,16,10,18,0,61,60,59,56,45,44,44,39,37,33,32,32,31,29,29,28,28,28,27,26,26,25,23,23,23,22,21,21,19,19,19,19,19,18,17,17,16,16,16,15,44,40,36,34,26,25,23,23,18,17,17,17,17,15,14,13,13,13,12,12,12,12,11,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,157,24,64,83,218,34,34,60,124,1,3,68,27,176,120,58,3,112,133,146,66,29,16,10,18,0,350,26.923076923076923,26.923076923076923,2.6315789473684212,173,13.307692307692308,49,48,35,35,35,33,22,19,18,13,9,9,7,5,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,18,17,17,16,14,10,10,9,9,9,8,8,8,8,8,7,11,9,9,9,8,7,6,5,13,165.30769230769232
41,Chatgpt,2617,0.0,0.8219335116545663,0.008024455483377914,18,204,16,92,85,257,49,32,97,156,2,7,91,45,194,168,24,5,131,135,219,55,16,24,5,38,4,76,68,65,51,49,49,47,41,40,40,40,39,38,34,33,33,32,31,31,29,28,28,27,27,27,27,25,24,24,24,23,22,22,22,21,21,21,20,20,19,38,33,30,30,26,21,21,20,20,18,17,17,16,16,15,15,15,15,15,14,14,14,14,14,13,13,13,13,13,13,12,12,12,12,12,12,12,11,11,11,0,0,0,0,0,0,0,0,0,0,204,16,92,85,257,49,32,97,156,2,7,91,45,194,168,24,5,131,135,219,55,16,24,5,38,4,420,23.333333333333332,23.333333333333332,2.456140350877193,208,11.555555555555555,76,50,39,34,33,27,26,24,18,17,16,13,10,9,6,5,5,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,26,22,15,13,13,11,9,9,8,8,7,7,7,6,6,6,11,9,9,9,7,6,5,5,18,144.44444444444446
42,Chatgpt,1998,0.0025025025025025025,0.7997997997997998,0.01701701701701702,19,118,19,39,53,227,37,46,73,127,3,12,50,42,134,112,36,1,87,96,144,46,38,32,8,18,0,56,55,40,40,40,38,34,34,33,32,31,30,27,25,24,24,23,23,23,23,22,22,21,21,20,18,18,17,17,17,16,15,15,15,15,14,14,14,14,13,33,21,19,18,16,16,16,16,15,14,14,13,13,13,13,12,12,12,11,11,10,10,10,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,7,7,4,1,0,0,0,0,0,0,0,0,118,19,39,53,227,37,46,73,127,3,12,50,42,134,112,36,1,87,96,144,46,38,32,8,18,0,341,17.94736842105263,18.210526315789473,2.0352941176470587,163,8.578947368421053,62,41,30,24,23,22,18,18,13,11,11,10,10,10,10,7,5,5,4,3,3,3,2,0,0,0,0,0,0,0,0,0,25,20,11,9,9,9,8,8,7,6,5,5,5,4,4,4,13,10,7,6,5,5,4,4,19,104.21052631578948
43,Chatgpt,2088,0.0,0.8237547892720306,0.008620689655172414,17,151,28,56,83,215,48,33,58,131,0,2,68,44,153,133,44,0,111,122,142,33,24,11,5,22,3,62,46,45,43,43,42,39,34,34,34,34,33,31,31,29,27,27,25,25,25,23,23,23,22,22,21,21,21,20,20,20,19,19,17,17,17,16,16,16,14,27,27,26,23,22,22,20,18,15,14,13,13,13,12,12,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,151,28,56,83,215,48,33,58,131,0,2,68,44,153,133,44,0,111,122,142,33,24,11,5,22,3,329,19.352941176470587,19.352941176470587,2.366906474820144,157,9.235294117647058,56,46,37,35,30,18,15,14,11,11,10,10,8,7,6,6,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,25,17,16,13,11,11,9,7,7,7,7,6,6,6,6,5,11,11,10,9,6,6,5,5,17,121.88235294117646
44,Chatgpt,2377,0.0,0.8241480858224652,0.00715187210769878,17,139,28,92,66,211,50,22,61,167,0,9,99,51,143,165,50,1,114,164,162,82,28,24,3,28,0,61,53,52,46,44,42,39,38,38,36,36,34,33,33,31,30,30,29,29,28,26,26,25,25,24,24,23,22,22,22,22,22,20,20,20,20,19,19,18,18,30,28,24,24,23,21,21,20,20,19,18,17,15,15,15,14,14,14,13,13,13,13,13,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,139,28,92,66,211,50,22,61,167,0,9,99,51,143,165,50,1,114,164,162,82,28,24,3,28,0,376,22.11764705882353,22.11764705882353,2.764705882352941,174,10.235294117647058,48,45,41,36,34,28,23,22,17,17,15,14,10,8,5,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23,16,13,12,12,11,9,9,9,9,9,8,7,7,7,7,8,7,6,5,5,5,5,5,17,138.88235294117646
45,Chatgpt,2445,0.0,0.8261758691206544,0.006543967280163599,16,176,24,87,68,281,41,46,82,153,4,3,80,56,138,151,66,3,127,126,180,33,37,16,10,32,0,92,73,69,52,48,44,41,40,37,36,34,34,33,32,32,30,28,27,27,27,26,26,26,26,25,25,25,24,23,23,22,22,22,22,22,21,21,21,21,21,48,34,25,24,22,22,21,21,20,20,19,18,18,18,18,18,17,17,17,17,17,17,17,16,16,16,15,15,14,14,14,13,13,13,13,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,176,24,87,68,281,41,46,82,153,4,3,80,56,138,151,66,3,127,126,180,33,37,16,10,32,0,394,24.625,24.625,3.310924369747899,198,12.375,63,49,44,43,28,25,24,22,16,13,13,12,9,8,7,5,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,22,20,18,15,14,12,12,11,10,9,9,8,8,8,7,7,14,11,7,6,6,6,6,6,16,151.875
46,Chatgpt,1912,0.0,0.8028242677824268,0.014121338912133892,14,138,18,55,36,215,38,23,60,118,2,2,72,55,135,128,36,0,82,69,134,24,27,31,8,29,0,72,61,60,41,37,35,34,33,31,30,30,28,25,24,24,24,23,23,23,23,23,22,21,21,20,20,20,19,19,17,17,17,17,17,17,16,16,15,15,15,23,23,21,19,19,18,18,18,17,16,15,15,14,13,13,13,13,13,12,12,12,11,11,11,11,10,10,10,10,10,10,10,9,9,9,9,9,9,9,8,0,0,0,0,0,0,0,0,0,0,138,18,55,36,215,38,23,60,118,2,2,72,55,135,128,36,0,82,69,134,24,27,31,8,29,0,348,24.857142857142858,24.928571428571427,2.6240601503759398,206,14.714285714285714,52,45,31,29,23,22,20,19,17,17,16,14,10,7,7,5,5,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,19,18,15,15,9,9,8,8,7,6,6,5,5,5,4,4,11,8,6,6,5,4,4,4,14,135.64285714285714
